rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date,track_id,rank_tier,popularity,duration_ms,explicit,album_type,total_tracks,duration_min
17,spotify:track:2hndzMd89P8nEG4jTRurPk,RnBoi,BTRD,DOUBLE JEU RECORDS,7,25,218,178319,3,2hndzMd89P8nEG4jTRurPk,Top 25,13.816606670304315,140487,False,single,1,2.34145
18,spotify:track:5dnM53F6iHQZbyu8k5HUSg,"Soolking, L2B",Tour du monde,Universal Music MENA Distributed Labels,5,17,194,173743,3,5dnM53F6iHQZbyu8k5HUSg,Top 25,12.96442864405738,171489,False,album,15,2.85815
19,spotify:track:29rkopcjI0XyhncrHOdWm0,Ashvma,FOCUS,PDS RECORDS,15,18,46,165693,3,29rkopcjI0XyhncrHOdWm0,Top 25,11.465295534073155,138005,False,single,1,2.3000833333333333
20,spotify:track:3kql0qldZ3x5qUxwmUgYGa,Nono La Grinta,Paris,MPR Records,1,20,307,157545,3,3kql0qldZ3x5qUxwmUgYGa,Top 25,9.94791210796738,172259,True,album,9,2.870983333333333
21,spotify:track:6QQGjrXpBQjVTdSGaOUyRt,"La Fouine, L2B",Flying Blue,Play Two,14,19,145,155526,3,6QQGjrXpBQjVTdSGaOUyRt,Top 25,9.571918350320404,160000,True,album,19,2.6666666666666665
22,spotify:track:3MNBUdX7zP4E0UhlfYenMf,Werenoi,Jamal,PGP Records,20,30,204,153439,3,3MNBUdX7zP4E0UhlfYenMf,Top 25,9.183261108017662,199826,True,album,14,3.330433333333333
23,spotify:track:1LmeIVvg4CVTu6kicEVoAr,"Theodora, Jul",ZOU BISOU,Virgin Records FR LAS (S&D),6,24,250,152768,3,1LmeIVvg4CVTu6kicEVoAr,Top 25,9.058302310899723,162041,True,album,25,2.700683333333333
24,spotify:track:3oTuTpF1F3A7rEC6RKsMRz,"Dave, Tems",Raindance (feat. Tems),Neighbourhood,20,23,40,151911,3,3oTuTpF1F3A7rEC6RKsMRz,Top 25,8.898705158693948,219743,False,album,10,3.6623833333333335
25,spotify:track:4R0HXKZBeDJerIq9oCnDIp,Bouss,Biff pas d'love,Le Grand Carré / Level Up Music,4,22,148,151612,3,4R0HXKZBeDJerIq9oCnDIp,Top 25,8.843023071751677,154455,True,album,43,2.57425
26,spotify:track:66ku4Gq4k5xUqdVL4Oam2r,Werenoi,Poney,PLR Music / PGP Records,4,38,299,150433,3,66ku4Gq4k5xUqdVL4Oam2r,Top 50,8.623460595146533,230000,True,album,17,3.8333333333333335
27,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,39,382,148527,3,3sK8wGT43QFpWrvNQsrQya,Top 50,8.268510569353994,237117,True,album,17,3.95195
28,spotify:track:1Mzg6bu3hkCwJKEf7v49MN,SDM,CARTIER SANTOS,Universal Music Division Capitol Music France,1,43,495,136411,3,1Mzg6bu3hkCwJKEf7v49MN,Top 50,6.012175568041089,183813,True,album,14,3.06355
29,spotify:track:1CPZ5BxNNd0n0nF4Orb9JS,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,K-Pop Demon Hunters,6,27,224,134053,3,1CPZ5BxNNd0n0nF4Orb9JS,Top 50,5.5730506148308026,194607,False,album,12,3.24345
30,spotify:track:0MsHYntRES1QW1VtuhfdUk,Timar,SIERRA LEONE,Universal Music Division Virgin Records,12,26,74,132689,3,0MsHYntRES1QW1VtuhfdUk,Top 50,5.319036010853352,172258,True,album,15,2.8709666666666664
31,spotify:track:68oBz6xab6ATAobLCbtZXX,Ronisia,Solide,Epic,27,29,73,130698,3,68oBz6xab6ATAobLCbtZXX,Top 50,4.948256629241103,212400,False,single,5,3.54
32,spotify:track:7xWvRVssTTECvWCDNgCzSH,"Bleu Soleil, LUIZA",Soleil Bleu,Wagram Music / Chapter Two Records,2,37,232,130558,3,7xWvRVssTTECvWCDNgCzSH,Top 50,4.922184749067465,246000,False,single,1,4.1
33,spotify:track:1xOqGUkyxGQRdCvGpvWKmL,KATSEYE,Gabriela,HYBE/Geffen,21,34,130,126848,3,1xOqGUkyxGQRdCvGpvWKmL,Top 50,4.231279924466039,197226,False,single,2,3.2871
34,spotify:track:12bYYQaLqHliSXvRIYlq8G,Bruno Mars,I Just Might,Atlantic Records,23,33,26,126497,3,12bYYQaLqHliSXvRIYlq8G,Top 50,4.165913996316416,212973,False,single,1,3.54955
35,spotify:track:74bFjTmlTbZVH9lG3EH7C2,La Rvfleuze,Serrure #5,SERRURE RECORDS,5,31,173,125447,3,74bFjTmlTbZVH9lG3EH7C2,Top 50,3.9703748950141255,138591,True,single,1,2.30985
36,spotify:track:3rIX5DA9rUk89KUOZdGFaN,Werenoi,Tu connais,AllPoints,7,48,849,124416,3,3rIX5DA9rUk89KUOZdGFaN,Top 50,3.778374120306829,169000,True,album,7,2.816666666666667
37,spotify:track:5kfAx6phDHPpz5g8IAPyc2,Werenoi,Chemin d'or,PLR Music / PGP Records / Allpoints,4,41,1042,123932,3,5kfAx6phDHPpz5g8IAPyc2,Top 50,3.6882399059922495,212093,True,album,18,3.534883333333333
38,spotify:track:0Jh6iWjna1wk5le0Ahn7No,Ninho,La vie qu'on mène,Rec. 118 / Mal Luné Music,2,62,2511,123233,3,0Jh6iWjna1wk5le0Ahn7No,Top 50,3.558066732839581,193443,False,album,18,3.22405
39,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,10,54,309,123215,3,5TFD2bmFKGhoCRbX61nXY5,Top 50,3.554714633960114,183685,False,album,17,3.0614166666666667
40,spotify:track:1rIKgCH4H52lrvDcz50hS8,Zara Larsson,Lush Life,Epic/Record Company TEN,21,21,198,122242,3,1rIKgCH4H52lrvDcz50hS8,Top 50,3.373515066753325,200646,False,album,15,3.3441
41,spotify:track:4WFgvKVfEhb3IUAFGrutTR,Ravyn Lenae,Love Me Not,Atlantic Records,31,40,265,121891,3,4WFgvKVfEhb3IUAFGrutTR,Top 50,3.308149138603702,213466,False,album,11,3.5577666666666667
42,spotify:track:6OuhnnHBGG1tKWCpi8nOlM,"RK, Genezio",VIANO,Hyper Focal Music / Family and Co Productions,2,36,199,121104,3,6OuhnnHBGG1tKWCpi8nOlM,Top 50,3.161587926484747,111764,False,album,12,1.8627333333333331
43,spotify:track:2RoNSwUsNMelk14j7HJ4dG,Gazo,QUE DES FAITS,BSB PROD,19,28,12,120715,3,2RoNSwUsNMelk14j7HJ4dG,Top 50,3.0891453451451367,164000,True,single,1,2.7333333333333334
44,spotify:track:3ReDT1HLea9eTWEPtwE7fP,"GP Explorer, Anyme023",Toute la nuit,Maison Baron Rouge,4,35,124,118873,3,3ReDT1HLea9eTWEPtwE7fP,Top 50,2.7461138931462616,198693,True,album,15,3.31155
45,spotify:track:1qbmS6ep2hbBRaEZFpn7BX,Olivia Dean,Man I Need,PLG - Capitol,45,45,139,118071,3,1qbmS6ep2hbBRaEZFpn7BX,Top 50,2.5967592652944167,184000,False,single,3,3.066666666666667
46,spotify:track:65lCFhOz5RyYH52JryAf10,"Meryl, Eva",Coco Chanel,Maison Caviar,19,42,68,117491,3,65lCFhOz5RyYH52JryAf10,Top 50,2.488747190289342,130800,True,album,17,2.18
47,spotify:track:3zs1RJzrhgt0JsNsPopubX,"Le Crime, Leto",Ballon D'or,Play Two,16,32,77,117487,3,3zs1RJzrhgt0JsNsPopubX,Top 50,2.488002279427238,206250,True,album,20,3.4375
48,spotify:track:6wggq2ikhLMnS0o1deK2Xz,Theodora,FASHION DESIGNA,Maison Neptune X NBFD,10,50,295,116360,3,6wggq2ikhLMnS0o1deK2Xz,Top 50,2.2781236440294466,184988,True,album,13,3.083133333333333
49,spotify:track:3vJIaiTIHxHhYafTSPNiH4,"Disney, Shakira",Zoo,Walt Disney Records,25,49,47,115029,3,3vJIaiTIHxHhYafTSPNiH4,Top 50,2.0302545546643525,190822,False,album,24,3.1803666666666666
50,spotify:track:3XHcbhTEqJ21TTkQFUe6bG,"GP Explorer, GIMS, La Mano 1.9, SCH",Un monde à l'autre,Maison Baron Rouge,1,44,146,113756,3,3XHcbhTEqJ21TTkQFUe6bG,Top 50,1.793186672799766,155965,True,album,15,2.5994166666666665
1,spotify:track:55vPnuXfuzXNW75JpuSczF,"disiz, Theodora",melodrama,Carré Bleu Production,1,1,132,543987,4,55vPnuXfuzXNW75JpuSczF,Top 10,81.91412295126234,176213,False,album,20,2.9368833333333333
2,spotify:track:1yGJ40k7HLF3odITZPoQs4,RnBoi,MON BÉBÉ,DOUBLE JEU RECORDS,1,2,104,517193,4,1yGJ40k7HLF3odITZPoQs4,Top 10,76.92433754145894,130500,False,single,1,2.175
3,spotify:track:0T1CzbjyOEU60cL5G244di,Rambo goyard,B.M.S (by my side),Universal Music Division Capitol Music France,2,4,29,484783,4,0T1CzbjyOEU60cL5G244di,Top 10,70.88869728126159,125454,True,single,1,2.0909
4,spotify:track:35eK52MQkpWLxwyIAGKKXT,Nono La Grinta,LOVE YOU,MPR Records,3,3,115,467710,4,35eK52MQkpWLxwyIAGKKXT,Top 10,67.70923149408634,147692,True,single,1,2.461533333333333
5,spotify:track:2ZxulKXVUpatqUe0quNMtP,"RnBoi, Nono La Grinta",AVEC MOI,DOUBLE JEU RECORDS,4,5,20,401140,4,2ZxulKXVUpatqUe0quNMtP,Top 10,55.31205247152112,182000,True,single,1,3.033333333333333
6,spotify:track:3Bu67MTSsLLJNyZ8qg3itI,"Genezio, Niska",OG,LOSSA RECORDS,5,7,65,346603,4,3Bu67MTSsLLJNyZ8qg3itI,Top 10,45.155751549880165,164986,True,album,14,2.7497666666666665
7,spotify:track:7EyB1sN9IUO1YXIoHTyZRk,"Franglish, KeBlack",Génération impolie,Lutece Music,3,6,111,329472,4,7EyB1sN9IUO1YXIoHTyZRk,Top 10,41.96548455520441,141389,False,album,25,2.3564833333333333
8,spotify:track:4eGoCBOGEAQty5nfWRC0VD,"GIMS, L2B",BLOQUÉ,Play Two,6,9,90,255022,4,4eGoCBOGEAQty5nfWRC0VD,Top 10,28.100831134294392,201103,False,single,1,3.3517166666666665
9,spotify:track:0wLCA75tmsos5ZcVzqHFQ1,"GIMS, La Mano 1.9",PARISIENNE,Play Two,1,10,188,246895,4,0wLCA75tmsos5ZcVzqHFQ1,Top 10,26.587358490214662,158859,False,album,18,2.64765
10,spotify:track:4ffqxU54Ll4YRz5NVBe77w,R2,RUINART,Label Blue Sky,1,8,233,229685,4,4ffqxU54Ll4YRz5NVBe77w,Top 10,23.382379506012363,174493,True,album,17,2.9082166666666667
11,spotify:track:5UpupDvr2w93ccnEmmhS5q,"GIMS, Theodora",SPA,Black Belt,5,13,20,229285,4,5UpupDvr2w93ccnEmmhS5q,Top 25,23.307888419801966,183307,False,single,1,3.0551166666666667
12,spotify:track:1VBKQJ5AVNKROv0WJ2h4ZK,"Ninho, Tiakola",LES DIAMANTS DE BOKASSA,Rec. 118/Jefe Production,3,12,27,226462,4,1VBKQJ5AVNKROv0WJ2h4ZK,Top 25,22.78216757887209,152282,True,album,16,2.5380333333333334
13,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,7,11,160,225229,4,3qhlB30KknSejmIvZZLjOD,Top 25,22.552548805628547,159245,False,album,13,2.6540833333333333
14,spotify:track:5yVEQgC0GuEvvEcv9D8NpG,WIXO & LA2S,GMK,Quality No Stress,14,15,17,224119,4,5yVEQgC0GuEvvEcv9D8NpG,Top 25,22.345836041394694,125179,False,single,1,2.086316666666667
15,spotify:track:55lijDD6OAjLFFUHU9tcDm,RAYE,WHERE IS MY HUSBAND!,Human Re Sources,12,14,139,221966,4,55lijDD6OAjLFFUHU9tcDm,Top 25,21.94488776986724,196795,False,single,1,3.279916666666667
16,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,2,16,125,202975,4,53iuhJlwXhSER5J2IYYv1W,Top 25,18.408237224313144,226073,False,album,12,3.767883333333333
17,spotify:track:5dnM53F6iHQZbyu8k5HUSg,"Soolking, L2B",Tour du monde,Universal Music MENA Distributed Labels,5,18,195,189114,4,5dnM53F6iHQZbyu8k5HUSg,Top 25,15.826934859407386,171489,False,album,15,2.85815
18,spotify:track:29rkopcjI0XyhncrHOdWm0,Ashvma,FOCUS,PDS RECORDS,15,19,47,188975,4,29rkopcjI0XyhncrHOdWm0,Top 25,15.801049206949275,138005,False,single,1,2.3000833333333333
19,spotify:track:6QQGjrXpBQjVTdSGaOUyRt,"La Fouine, L2B",Flying Blue,Play Two,14,21,146,178923,4,6QQGjrXpBQjVTdSGaOUyRt,Top 25,13.929088210482012,160000,True,album,19,2.6666666666666665
20,spotify:track:2hndzMd89P8nEG4jTRurPk,RnBoi,BTRD,DOUBLE JEU RECORDS,7,17,219,174262,4,2hndzMd89P8nEG4jTRurPk,Top 25,13.061080828415369,140487,False,single,1,2.34145
21,spotify:track:3MNBUdX7zP4E0UhlfYenMf,Werenoi,Jamal,PGP Records,20,22,205,168710,4,3MNBUdX7zP4E0UhlfYenMf,Top 25,12.027144551815068,199826,True,album,14,3.330433333333333
22,spotify:track:3oTuTpF1F3A7rEC6RKsMRz,"Dave, Tems",Raindance (feat. Tems),Neighbourhood,20,24,41,166915,4,3oTuTpF1F3A7rEC6RKsMRz,Top 25,11.692865802445915,219743,False,album,10,3.6623833333333335
23,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,27,383,166296,4,3sK8wGT43QFpWrvNQsrQya,Top 25,11.577590846535326,237117,True,album,17,3.95195
24,spotify:track:4R0HXKZBeDJerIq9oCnDIp,Bouss,Biff pas d'love,Le Grand Carré / Level Up Music,4,25,149,166234,4,4R0HXKZBeDJerIq9oCnDIp,Top 25,11.566044728172715,154455,True,album,43,2.57425
25,spotify:track:1LmeIVvg4CVTu6kicEVoAr,"Theodora, Jul",ZOU BISOU,Virgin Records FR LAS (S&D),6,23,251,164642,4,1LmeIVvg4CVTu6kicEVoAr,Top 25,11.269570205055338,162041,True,album,25,2.700683333333333
26,spotify:track:3kql0qldZ3x5qUxwmUgYGa,Nono La Grinta,Paris,MPR Records,1,20,308,162282,4,3kql0qldZ3x5qUxwmUgYGa,Top 50,10.830072796414,172259,True,album,9,2.870983333333333
27,spotify:track:0MsHYntRES1QW1VtuhfdUk,Timar,SIERRA LEONE,Universal Music Division Virgin Records,12,30,75,157096,4,0MsHYntRES1QW1VtuhfdUk,Top 50,9.864295863696212,172258,True,album,15,2.8709666666666664
28,spotify:track:66ku4Gq4k5xUqdVL4Oam2r,Werenoi,Poney,PLR Music / PGP Records,4,26,300,155885,4,66ku4Gq4k5xUqdVL4Oam2r,Top 50,9.638774100194237,230000,True,album,17,3.8333333333333335
29,spotify:track:1CPZ5BxNNd0n0nF4Orb9JS,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,K-Pop Demon Hunters,6,29,225,148231,4,1CPZ5BxNNd0n0nF4Orb9JS,Top 50,8.213387165558302,194607,False,album,12,3.24345
30,spotify:track:6X81J6gmOMkJI3mo49NCPk,K2_sp,NOUS#2,10704286 Records DK,19,52,30,145298,4,6X81J6gmOMkJI3mo49NCPk,Top 50,7.66718127592057,177761,True,single,1,2.962683333333333
31,spotify:track:1qbmS6ep2hbBRaEZFpn7BX,Olivia Dean,Man I Need,PLG - Capitol,31,45,140,145108,4,1qbmS6ep2hbBRaEZFpn7BX,Top 50,7.631798009970632,184000,False,single,3,3.066666666666667
32,spotify:track:7xWvRVssTTECvWCDNgCzSH,"Bleu Soleil, LUIZA",Soleil Bleu,Wagram Music / Chapter Two Records,2,32,233,142995,4,7xWvRVssTTECvWCDNgCzSH,Top 50,7.238298847064213,246000,False,single,1,4.1
33,spotify:track:68oBz6xab6ATAobLCbtZXX,Ronisia,Solide,Epic,27,31,74,142357,4,68oBz6xab6ATAobLCbtZXX,Top 50,7.119485564558631,212400,False,single,5,3.54
34,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,10,51,328,141480,4,2RkZ5LkEzeHGRsmDqKwmaJ,Top 50,6.956163858042337,186964,False,album,11,3.1160666666666668
35,spotify:track:3vJIaiTIHxHhYafTSPNiH4,"Disney, Shakira",Zoo,Walt Disney Records,25,49,48,139895,4,3vJIaiTIHxHhYafTSPNiH4,Top 50,6.660992928933641,190822,False,album,24,3.1803666666666666
36,spotify:track:1Mzg6bu3hkCwJKEf7v49MN,SDM,CARTIER SANTOS,Universal Music Division Capitol Music France,1,28,496,138558,4,1Mzg6bu3hkCwJKEf7v49MN,Top 50,6.412006473275392,183813,True,album,14,3.06355
37,spotify:track:6wggq2ikhLMnS0o1deK2Xz,Theodora,FASHION DESIGNA,Maison Neptune X NBFD,10,48,296,137892,4,6wggq2ikhLMnS0o1deK2Xz,Top 50,6.287978814735082,184988,True,album,13,3.083133333333333
38,spotify:track:74bFjTmlTbZVH9lG3EH7C2,La Rvfleuze,Serrure #5,SERRURE RECORDS,5,35,174,137176,4,74bFjTmlTbZVH9lG3EH7C2,Top 50,6.154639770418472,138591,True,single,1,2.30985
39,spotify:track:1xOqGUkyxGQRdCvGpvWKmL,KATSEYE,Gabriela,HYBE/Geffen,21,33,131,135632,4,1xOqGUkyxGQRdCvGpvWKmL,Top 50,5.867104177646342,197226,False,single,2,3.2871
40,spotify:track:7l3b0X95GdYfRuW8Kq5ixC,Bilouki,Tchébé 2x,MK9,40,54,47,135621,4,7l3b0X95GdYfRuW8Kq5ixC,Top 50,5.865055672775556,150476,True,album,8,2.5079333333333333
41,spotify:track:12bYYQaLqHliSXvRIYlq8G,Bruno Mars,I Just Might,Atlantic Records,23,34,27,134684,4,12bYYQaLqHliSXvRIYlq8G,Top 50,5.690560303327703,212973,False,single,1,3.54955
42,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,10,39,310,133243,4,5TFD2bmFKGhoCRbX61nXY5,Top 50,5.42220616525475,183685,False,album,17,3.0614166666666667
43,spotify:track:3zs1RJzrhgt0JsNsPopubX,"Le Crime, Leto",Ballon D'or,Play Two,16,47,78,131423,4,3zs1RJzrhgt0JsNsPopubX,Top 50,5.083271722997447,206250,True,album,20,3.4375
44,spotify:track:3XHcbhTEqJ21TTkQFUe6bG,"GP Explorer, GIMS, La Mano 1.9, SCH",Un monde à l'autre,Maison Baron Rouge,1,50,147,128406,4,3XHcbhTEqJ21TTkQFUe6bG,Top 50,4.5214227052555325,155965,True,album,15,2.5994166666666665
45,spotify:track:5kfAx6phDHPpz5g8IAPyc2,Werenoi,Chemin d'or,PLR Music / PGP Records / Allpoints,4,37,1043,127575,4,5kfAx6phDHPpz5g8IAPyc2,Top 50,4.366667473653433,212093,True,album,18,3.534883333333333
46,spotify:track:4WFgvKVfEhb3IUAFGrutTR,Ravyn Lenae,Love Me Not,Atlantic Records,31,41,266,126278,4,4WFgvKVfEhb3IUAFGrutTR,Top 50,4.125130126616224,213466,False,album,11,3.5577666666666667
47,spotify:track:3ReDT1HLea9eTWEPtwE7fP,"GP Explorer, Anyme023",Toute la nuit,Maison Baron Rouge,4,44,125,124763,4,3ReDT1HLea9eTWEPtwE7fP,Top 50,3.8429951375943476,198693,True,album,15,3.31155
48,spotify:track:1rIKgCH4H52lrvDcz50hS8,Zara Larsson,Lush Life,Epic/Record Company TEN,21,40,199,124660,4,1rIKgCH4H52lrvDcz50hS8,Top 50,3.8238136828951705,200646,False,album,15,3.3441
49,spotify:track:65lCFhOz5RyYH52JryAf10,"Meryl, Eva",Coco Chanel,Maison Caviar,19,46,69,124501,4,65lCFhOz5RyYH52JryAf10,Top 50,3.794203476126538,130800,True,album,17,2.18
50,spotify:track:0Jh6iWjna1wk5le0Ahn7No,Ninho,La vie qu'on mène,Rec. 118 / Mal Luné Music,2,38,2512,124336,4,0Jh6iWjna1wk5le0Ahn7No,Top 50,3.7634759030647493,193443,False,album,18,3.22405
1,spotify:track:55vPnuXfuzXNW75JpuSczF,"disiz, Theodora",melodrama,Carré Bleu Production,1,1,133,511202,5,55vPnuXfuzXNW75JpuSczF,Top 10,75.80864729774274,176213,False,album,20,2.9368833333333333
2,spotify:track:1yGJ40k7HLF3odITZPoQs4,RnBoi,MON BÉBÉ,DOUBLE JEU RECORDS,1,2,105,468672,5,1yGJ40k7HLF3odITZPoQs4,Top 10,67.88838255642234,130500,False,single,1,2.175
3,spotify:track:0T1CzbjyOEU60cL5G244di,Rambo goyard,B.M.S (by my side),Universal Music Division Capitol Music France,2,3,30,440126,5,0T1CzbjyOEU60cL5G244di,Top 10,62.5723261890174,125454,True,single,1,2.0909
4,spotify:track:35eK52MQkpWLxwyIAGKKXT,Nono La Grinta,LOVE YOU,MPR Records,3,4,116,429613,5,35eK52MQkpWLxwyIAGKKXT,Top 10,60.61451421569266,147692,True,single,1,2.461533333333333
5,spotify:track:2ZxulKXVUpatqUe0quNMtP,"RnBoi, Nono La Grinta",AVEC MOI,DOUBLE JEU RECORDS,4,5,21,367189,5,2ZxulKXVUpatqUe0quNMtP,Top 10,48.98943530169821,182000,True,single,1,3.033333333333333
6,spotify:track:3Bu67MTSsLLJNyZ8qg3itI,"Genezio, Niska",OG,LOSSA RECORDS,5,6,66,314861,5,3Bu67MTSsLLJNyZ8qg3itI,Top 10,39.24451140365416,164986,True,album,14,2.7497666666666665
7,spotify:track:7EyB1sN9IUO1YXIoHTyZRk,"Franglish, KeBlack",Génération impolie,Lutece Music,3,7,112,293825,5,7EyB1sN9IUO1YXIoHTyZRk,Top 10,35.327025179849414,141389,False,album,25,2.3564833333333333
8,spotify:track:4eGoCBOGEAQty5nfWRC0VD,"GIMS, L2B",BLOQUÉ,Play Two,6,8,91,230315,5,4eGoCBOGEAQty5nfWRC0VD,Top 10,23.499702966793738,201103,False,single,1,3.3517166666666665
9,spotify:track:5UpupDvr2w93ccnEmmhS5q,"GIMS, Theodora",SPA,Black Belt,5,11,21,218087,5,5UpupDvr2w93ccnEmmhS5q,Top 10,21.22251046134192,183307,False,single,1,3.0551166666666667
10,spotify:track:1VBKQJ5AVNKROv0WJ2h4ZK,"Ninho, Tiakola",LES DIAMANTS DE BOKASSA,Rec. 118/Jefe Production,3,12,28,215922,5,1VBKQJ5AVNKROv0WJ2h4ZK,Top 10,20.819327457228148,152282,True,album,16,2.5380333333333334
11,spotify:track:4ffqxU54Ll4YRz5NVBe77w,R2,RUINART,Label Blue Sky,1,10,234,214440,5,4ffqxU54Ll4YRz5NVBe77w,Top 25,20.54333798281863,174493,True,album,17,2.9082166666666667
12,spotify:track:5yVEQgC0GuEvvEcv9D8NpG,WIXO & LA2S,GMK,Quality No Stress,12,14,18,213807,5,5yVEQgC0GuEvvEcv9D8NpG,Top 25,20.42545583889068,125179,False,single,1,2.086316666666667
13,spotify:track:0wLCA75tmsos5ZcVzqHFQ1,"GIMS, La Mano 1.9",PARISIENNE,Play Two,1,9,189,213754,5,0wLCA75tmsos5ZcVzqHFQ1,Top 25,20.4155857699678,158859,False,album,18,2.64765
14,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,7,13,161,211417,5,3qhlB30KknSejmIvZZLjOD,Top 25,19.98037159878356,159245,False,album,13,2.6540833333333333
15,spotify:track:55lijDD6OAjLFFUHU9tcDm,RAYE,WHERE IS MY HUSBAND!,Human Re Sources,12,15,140,204272,5,55lijDD6OAjLFFUHU9tcDm,Top 25,18.649774571350356,196795,False,single,1,3.279916666666667
16,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,2,16,126,190398,5,53iuhJlwXhSER5J2IYYv1W,Top 25,16.06605124614276,226073,False,album,12,3.767883333333333
17,spotify:track:5dnM53F6iHQZbyu8k5HUSg,"Soolking, L2B",Tour du monde,Universal Music MENA Distributed Labels,5,17,196,175723,5,5dnM53F6iHQZbyu8k5HUSg,Top 25,13.333159520798842,171489,False,album,15,2.85815
18,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,23,384,172946,5,3sK8wGT43QFpWrvNQsrQya,Top 25,12.816005154783166,237117,True,album,17,3.95195
19,spotify:track:6QQGjrXpBQjVTdSGaOUyRt,"La Fouine, L2B",Flying Blue,Play Two,14,19,147,171663,5,6QQGjrXpBQjVTdSGaOUyRt,Top 25,12.577074995763319,160000,True,album,19,2.6666666666666665
20,spotify:track:29rkopcjI0XyhncrHOdWm0,Ashvma,FOCUS,PDS RECORDS,15,18,48,171193,5,29rkopcjI0XyhncrHOdWm0,Top 25,12.489547969466104,138005,False,single,1,2.3000833333333333
21,spotify:track:3oTuTpF1F3A7rEC6RKsMRz,"Dave, Tems",Raindance (feat. Tems),Neighbourhood,20,22,42,162892,5,3oTuTpF1F3A7rEC6RKsMRz,Top 25,10.943671702884854,219743,False,album,10,3.6623833333333335
22,spotify:track:2hndzMd89P8nEG4jTRurPk,RnBoi,BTRD,DOUBLE JEU RECORDS,7,20,220,153533,5,2hndzMd89P8nEG4jTRurPk,Top 25,9.200766513277104,140487,False,single,1,2.34145
23,spotify:track:1LmeIVvg4CVTu6kicEVoAr,"Theodora, Jul",ZOU BISOU,Virgin Records FR LAS (S&D),6,25,252,151680,5,1LmeIVvg4CVTu6kicEVoAr,Top 25,8.855686556407443,162041,True,album,25,2.700683333333333
24,spotify:track:4R0HXKZBeDJerIq9oCnDIp,Bouss,Biff pas d'love,Le Grand Carré / Level Up Music,4,24,150,144323,5,4R0HXKZBeDJerIq9oCnDIp,Top 25,7.485609253282729,154455,True,album,43,2.57425
25,spotify:track:3kql0qldZ3x5qUxwmUgYGa,Nono La Grinta,Paris,MPR Records,1,26,309,143779,5,3kql0qldZ3x5qUxwmUgYGa,Top 25,7.384301376036589,172259,True,album,9,2.870983333333333
26,spotify:track:0MsHYntRES1QW1VtuhfdUk,Timar,SIERRA LEONE,Universal Music Division Virgin Records,12,27,76,143273,5,0MsHYntRES1QW1VtuhfdUk,Top 50,7.290070151980439,172258,True,album,15,2.8709666666666664
27,spotify:track:1qbmS6ep2hbBRaEZFpn7BX,Olivia Dean,Man I Need,PLG - Capitol,27,31,141,139942,5,1qbmS6ep2hbBRaEZFpn7BX,Top 50,6.669745631563363,184000,False,single,3,3.066666666666667
28,spotify:track:1CPZ5BxNNd0n0nF4Orb9JS,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,K-Pop Demon Hunters,6,29,226,139272,5,1CPZ5BxNNd0n0nF4Orb9JS,Top 50,6.54497306216095,194607,False,album,12,3.24345
29,spotify:track:68oBz6xab6ATAobLCbtZXX,Ronisia,Solide,Epic,27,33,75,137173,5,68oBz6xab6ATAobLCbtZXX,Top 50,6.154081087271894,212400,False,single,5,3.54
30,spotify:track:3MNBUdX7zP4E0UhlfYenMf,Werenoi,Jamal,PGP Records,20,21,206,136886,5,3MNBUdX7zP4E0UhlfYenMf,Top 50,6.100633732915934,199826,True,album,14,3.330433333333333
31,spotify:track:7l3b0X95GdYfRuW8Kq5ixC,Bilouki,Tchébé 2x,MK9,31,40,48,133336,5,7l3b0X95GdYfRuW8Kq5ixC,Top 50,5.439525342798667,150476,True,album,8,2.5079333333333333
32,spotify:track:74bFjTmlTbZVH9lG3EH7C2,La Rvfleuze,Serrure #5,SERRURE RECORDS,5,38,175,132468,5,74bFjTmlTbZVH9lG3EH7C2,Top 50,5.277879685722107,138591,True,single,1,2.30985
